"Gene"	"Plate96"	"Row96"	"Column96"	"Plate384"	"Row384"	"Column384"	"Plate1536"	"Row1536"	"Column1536"	"Plate6144"	"Row6144"	"Column6144"
"greA"	"9"	"E"	"09"	"3"	"I"	"17"	"1"	"0R"	"33"	"1"	"1I"	"65"
"greA"	"9"	"E"	"09"	"3"	"I"	"17"	"1"	"0R"	"33"	"1"	"1I"	"66"
"sodC"	"13"	"E"	"09"	"4"	"I"	"17"	"1"	"0R"	"34"	"1"	"1I"	"67"
"sodC"	"13"	"E"	"09"	"4"	"I"	"17"	"1"	"0R"	"34"	"1"	"1I"	"68"
"yccF"	"10"	"E"	"09"	"3"	"I"	"18"	"1"	"0R"	"35"	"1"	"1I"	"69"
"yccF"	"10"	"E"	"09"	"3"	"I"	"18"	"1"	"0R"	"35"	"1"	"1I"	"70"
"ymdB"	"14"	"E"	"09"	"4"	"I"	"18"	"1"	"0R"	"36"	"1"	"1I"	"71"
"ymdB"	"14"	"E"	"09"	"4"	"I"	"18"	"1"	"0R"	"36"	"1"	"1I"	"72"
"smf_2"	"9"	"E"	"10"	"3"	"I"	"19"	"1"	"0R"	"37"	"1"	"1I"	"73"
"smf_2"	"9"	"E"	"10"	"3"	"I"	"19"	"1"	"0R"	"37"	"1"	"1I"	"74"
"yaiX"	"13"	"E"	"10"	"4"	"I"	"19"	"1"	"0R"	"38"	"1"	"1I"	"75"
"yaiX"	"13"	"E"	"10"	"4"	"I"	"19"	"1"	"0R"	"38"	"1"	"1I"	"76"
"yecM"	"10"	"E"	"10"	"3"	"I"	"20"	"1"	"0R"	"39"	"1"	"1I"	"77"
"yecM"	"10"	"E"	"10"	"3"	"I"	"20"	"1"	"0R"	"39"	"1"	"1I"	"78"
"yceK"	"14"	"E"	"10"	"4"	"I"	"20"	"1"	"0R"	"40"	"1"	"1I"	"79"
"yceK"	"14"	"E"	"10"	"4"	"I"	"20"	"1"	"0R"	"40"	"1"	"1I"	"80"
"fkpA"	"9"	"E"	"11"	"3"	"I"	"21"	"1"	"0R"	"41"	"1"	"1I"	"81"
"fkpA"	"9"	"E"	"11"	"3"	"I"	"21"	"1"	"0R"	"41"	"1"	"1I"	"82"
"pmrD"	"13"	"E"	"11"	"4"	"I"	"21"	"1"	"0R"	"42"	"1"	"1I"	"83"
"pmrD"	"13"	"E"	"11"	"4"	"I"	"21"	"1"	"0R"	"42"	"1"	"1I"	"84"
"mrp"	"10"	"E"	"11"	"3"	"I"	"22"	"1"	"0R"	"43"	"1"	"1I"	"85"
"mrp"	"10"	"E"	"11"	"3"	"I"	"22"	"1"	"0R"	"43"	"1"	"1I"	"86"
"ycfJ"	"14"	"E"	"11"	"4"	"I"	"22"	"1"	"0R"	"44"	"1"	"1I"	"87"
"ycfJ"	"14"	"E"	"11"	"4"	"I"	"22"	"1"	"0R"	"44"	"1"	"1I"	"88"
"rfaQ"	"9"	"E"	"12"	"3"	"I"	"23"	"1"	"0R"	"45"	"1"	"1I"	"89"
"rfaQ"	"9"	"E"	"12"	"3"	"I"	"23"	"1"	"0R"	"45"	"1"	"1I"	"90"
"hscB"	"13"	"E"	"12"	"4"	"I"	"23"	"1"	"0R"	"46"	"1"	"1I"	"91"
"hscB"	"13"	"E"	"12"	"4"	"I"	"23"	"1"	"0R"	"46"	"1"	"1I"	"92"
"yejK"	"10"	"E"	"12"	"3"	"I"	"24"	"1"	"0R"	"47"	"1"	"1I"	"93"
"yejK"	"10"	"E"	"12"	"3"	"I"	"24"	"1"	"0R"	"47"	"1"	"1I"	"94"
"ycgH"	"14"	"E"	"12"	"4"	"I"	"24"	"1"	"0R"	"48"	"1"	"1I"	"95"
"ycgH"	"14"	"E"	"12"	"4"	"I"	"24"	"1"	"0R"	"48"	"1"	"1I"	"96"
"yqjH"	"9"	"E"	"01"	"3"	"I"	"01"	"1"	"0R"	"01"	"1"	"1J"	"01"
"panB"	"17"	"E"	"01"	"5"	"I"	"01"	"2"	"0R"	"01"	"2"	"1J"	"02"
"ycjG"	"13"	"E"	"01"	"4"	"I"	"01"	"1"	"0R"	"02"	"1"	"1J"	"03"
"panB"	"17"	"E"	"01"	"5"	"I"	"01"	"2"	"0R"	"02"	"2"	"1J"	"04"
"dusC"	"10"	"E"	"01"	"3"	"I"	"02"	"1"	"0R"	"03"	"1"	"1J"	"05"
"amiA"	"18"	"E"	"01"	"5"	"I"	"02"	"2"	"0R"	"03"	"2"	"1J"	"06"
"fhuC"	"14"	"E"	"01"	"4"	"I"	"02"	"1"	"0R"	"04"	"1"	"1J"	"07"
"amiA"	"18"	"E"	"01"	"5"	"I"	"02"	"2"	"0R"	"04"	"2"	"1J"	"08"
"map"	"9"	"E"	"02"	"3"	"I"	"03"	"1"	"0R"	"05"	"1"	"1J"	"09"
"nagA"	"17"	"E"	"02"	"5"	"I"	"03"	"2"	"0R"	"05"	"2"	"1J"	"10"
"marR"	"13"	"E"	"02"	"4"	"I"	"03"	"1"	"0R"	"06"	"1"	"1J"	"11"
"nagA"	"17"	"E"	"02"	"5"	"I"	"03"	"2"	"0R"	"06"	"2"	"1J"	"12"
"yeiE"	"10"	"E"	"02"	"3"	"I"	"04"	"1"	"0R"	"07"	"1"	"1J"	"13"
"slp"	"18"	"E"	"02"	"5"	"I"	"04"	"2"	"0R"	"07"	"2"	"1J"	"14"
"oppB"	"14"	"E"	"02"	"4"	"I"	"04"	"1"	"0R"	"08"	"1"	"1J"	"15"
"slp"	"18"	"E"	"02"	"5"	"I"	"04"	"2"	"0R"	"08"	"2"	"1J"	"16"
"tesB"	"9"	"E"	"03"	"3"	"I"	"05"	"1"	"0R"	"09"	"1"	"1J"	"17"
"grxB"	"17"	"E"	"03"	"5"	"I"	"05"	"2"	"0R"	"09"	"2"	"1J"	"18"
"aceB"	"13"	"E"	"03"	"4"	"I"	"05"	"1"	"0R"	"10"	"1"	"1J"	"19"
"grxB"	"17"	"E"	"03"	"5"	"I"	"05"	"2"	"0R"	"10"	"2"	"1J"	"20"
"yejO"	"10"	"E"	"03"	"3"	"I"	"06"	"1"	"0R"	"11"	"1"	"1J"	"21"
"rfaD"	"18"	"E"	"03"	"5"	"I"	"06"	"2"	"0R"	"11"	"2"	"1J"	"22"
"ydeA"	"14"	"E"	"03"	"4"	"I"	"06"	"1"	"0R"	"12"	"1"	"1J"	"23"
"rfaD"	"18"	"E"	"03"	"5"	"I"	"06"	"2"	"0R"	"12"	"2"	"1J"	"24"
"ribA"	"9"	"E"	"04"	"3"	"I"	"07"	"1"	"0R"	"13"	"1"	"1J"	"25"
"pdxH"	"17"	"E"	"04"	"5"	"I"	"07"	"2"	"0R"	"13"	"2"	"1J"	"26"
"katE"	"13"	"E"	"04"	"4"	"I"	"07"	"1"	"0R"	"14"	"1"	"1J"	"27"
"pdxH"	"17"	"E"	"04"	"5"	"I"	"07"	"2"	"0R"	"14"	"2"	"1J"	"28"
"elaA"	"10"	"E"	"04"	"3"	"I"	"08"	"1"	"0R"	"15"	"1"	"1J"	"29"
"murC"	"18"	"E"	"04"	"5"	"I"	"08"	"2"	"0R"	"15"	"2"	"1J"	"30"
"yhdX"	"14"	"E"	"04"	"4"	"I"	"08"	"1"	"0R"	"16"	"1"	"1J"	"31"
"murC"	"18"	"E"	"04"	"5"	"I"	"08"	"2"	"0R"	"16"	"2"	"1J"	"32"
"vacJ"	"9"	"E"	"05"	"3"	"I"	"09"	"1"	"0R"	"17"	"1"	"1J"	"33"
"dcd"	"17"	"E"	"05"	"5"	"I"	"09"	"2"	"0R"	"17"	"2"	"1J"	"34"
"evgA"	"13"	"E"	"05"	"4"	"I"	"09"	"1"	"0R"	"18"	"1"	"1J"	"35"
"dcd"	"17"	"E"	"05"	"5"	"I"	"09"	"2"	"0R"	"18"	"2"	"1J"	"36"
"ppiB"	"10"	"E"	"05"	"3"	"I"	"10"	"1"	"0R"	"19"	"1"	"1J"	"37"
"mrcB"	"18"	"E"	"05"	"5"	"I"	"10"	"2"	"0R"	"19"	"2"	"1J"	"38"
"yhdY"	"14"	"E"	"05"	"4"	"I"	"10"	"1"	"0R"	"20"	"1"	"1J"	"39"
"mrcB"	"18"	"E"	"05"	"5"	"I"	"10"	"2"	"0R"	"20"	"2"	"1J"	"40"
"rluD"	"9"	"E"	"06"	"3"	"I"	"11"	"1"	"0R"	"21"	"1"	"1J"	"41"
"thiM"	"17"	"E"	"06"	"5"	"I"	"11"	"2"	"0R"	"21"	"2"	"1J"	"42"
"ypjD"	"13"	"E"	"06"	"4"	"I"	"11"	"1"	"0R"	"22"	"1"	"1J"	"43"
"thiM"	"17"	"E"	"06"	"5"	"I"	"11"	"2"	"0R"	"22"	"2"	"1J"	"44"
"ligT"	"10"	"E"	"06"	"3"	"I"	"12"	"1"	"0R"	"23"	"1"	"1J"	"45"
"fhuA"	"18"	"E"	"06"	"5"	"I"	"12"	"2"	"0R"	"23"	"2"	"1J"	"46"
"xylG"	"14"	"E"	"06"	"4"	"I"	"12"	"1"	"0R"	"24"	"1"	"1J"	"47"
"fhuA"	"18"	"E"	"06"	"5"	"I"	"12"	"2"	"0R"	"24"	"2"	"1J"	"48"
"rfaH"	"9"	"E"	"07"	"3"	"I"	"13"	"1"	"0R"	"25"	"1"	"1J"	"49"
"gshA"	"17"	"E"	"07"	"5"	"I"	"13"	"2"	"0R"	"25"	"2"	"1J"	"50"
"yqcD"	"13"	"E"	"07"	"4"	"I"	"13"	"1"	"0R"	"26"	"1"	"1J"	"51"
"gshA"	"17"	"E"	"07"	"5"	"I"	"13"	"2"	"0R"	"26"	"2"	"1J"	"52"
"yajB"	"10"	"E"	"07"	"3"	"I"	"14"	"1"	"0R"	"27"	"1"	"1J"	"53"
"ompG"	"18"	"E"	"07"	"5"	"I"	"14"	"2"	"0R"	"27"	"2"	"1J"	"54"
"ytfR"	"14"	"E"	"07"	"4"	"I"	"14"	"1"	"0R"	"28"	"1"	"1J"	"55"
"ompG"	"18"	"E"	"07"	"5"	"I"	"14"	"2"	"0R"	"28"	"2"	"1J"	"56"
"glgS"	"9"	"E"	"08"	"3"	"I"	"15"	"1"	"0R"	"29"	"1"	"1J"	"57"
"gntK"	"17"	"E"	"08"	"5"	"I"	"15"	"2"	"0R"	"29"	"2"	"1J"	"58"
"nfnB"	"13"	"E"	"08"	"4"	"I"	"15"	"1"	"0R"	"30"	"1"	"1J"	"59"
"gntK"	"17"	"E"	"08"	"5"	"I"	"15"	"2"	"0R"	"30"	"2"	"1J"	"60"
"ybfF"	"10"	"E"	"08"	"3"	"I"	"16"	"1"	"0R"	"31"	"1"	"1J"	"61"
"lpp"	"18"	"E"	"08"	"5"	"I"	"16"	"2"	"0R"	"31"	"2"	"1J"	"62"
"ycdZ"	"14"	"E"	"08"	"4"	"I"	"16"	"1"	"0R"	"32"	"1"	"1J"	"63"
"lpp"	"18"	"E"	"08"	"5"	"I"	"16"	"2"	"0R"	"32"	"2"	"1J"	"64"
"greA"	"9"	"E"	"09"	"3"	"I"	"17"	"1"	"0R"	"33"	"1"	"1J"	"65"
"grxC"	"17"	"E"	"09"	"5"	"I"	"17"	"2"	"0R"	"33"	"2"	"1J"	"66"
"sodC"	"13"	"E"	"09"	"4"	"I"	"17"	"1"	"0R"	"34"	"1"	"1J"	"67"
"grxC"	"17"	"E"	"09"	"5"	"I"	"17"	"2"	"0R"	"34"	"2"	"1J"	"68"
"yccF"	"10"	"E"	"09"	"3"	"I"	"18"	"1"	"0R"	"35"	"1"	"1J"	"69"
"rcsA"	"18"	"E"	"09"	"5"	"I"	"18"	"2"	"0R"	"35"	"2"	"1J"	"70"
"ymdB"	"14"	"E"	"09"	"4"	"I"	"18"	"1"	"0R"	"36"	"1"	"1J"	"71"
"rcsA"	"18"	"E"	"09"	"5"	"I"	"18"	"2"	"0R"	"36"	"2"	"1J"	"72"
"smf_2"	"9"	"E"	"10"	"3"	"I"	"19"	"1"	"0R"	"37"	"1"	"1J"	"73"
"nrdD"	"17"	"E"	"10"	"5"	"I"	"19"	"2"	"0R"	"37"	"2"	"1J"	"74"
"yaiX"	"13"	"E"	"10"	"4"	"I"	"19"	"1"	"0R"	"38"	"1"	"1J"	"75"
"nrdD"	"17"	"E"	"10"	"5"	"I"	"19"	"2"	"0R"	"38"	"2"	"1J"	"76"
"yecM"	"10"	"E"	"10"	"3"	"I"	"20"	"1"	"0R"	"39"	"1"	"1J"	"77"
"agn43"	"18"	"E"	"10"	"5"	"I"	"20"	"2"	"0R"	"39"	"2"	"1J"	"78"
"yceK"	"14"	"E"	"10"	"4"	"I"	"20"	"1"	"0R"	"40"	"1"	"1J"	"79"
"agn43"	"18"	"E"	"10"	"5"	"I"	"20"	"2"	"0R"	"40"	"2"	"1J"	"80"
"fkpA"	"9"	"E"	"11"	"3"	"I"	"21"	"1"	"0R"	"41"	"1"	"1J"	"81"
"thiG"	"17"	"E"	"11"	"5"	"I"	"21"	"2"	"0R"	"41"	"2"	"1J"	"82"
"pmrD"	"13"	"E"	"11"	"4"	"I"	"21"	"1"	"0R"	"42"	"1"	"1J"	"83"
"thiG"	"17"	"E"	"11"	"5"	"I"	"21"	"2"	"0R"	"42"	"2"	"1J"	"84"
"mrp"	"10"	"E"	"11"	"3"	"I"	"22"	"1"	"0R"	"43"	"1"	"1J"	"85"
"mltC"	"18"	"E"	"11"	"5"	"I"	"22"	"2"	"0R"	"43"	"2"	"1J"	"86"
"ycfJ"	"14"	"E"	"11"	"4"	"I"	"22"	"1"	"0R"	"44"	"1"	"1J"	"87"
"mltC"	"18"	"E"	"11"	"5"	"I"	"22"	"2"	"0R"	"44"	"2"	"1J"	"88"
"rfaQ"	"9"	"E"	"12"	"3"	"I"	"23"	"1"	"0R"	"45"	"1"	"1J"	"89"
"ychF"	"17"	"E"	"12"	"5"	"I"	"23"	"2"	"0R"	"45"	"2"	"1J"	"90"
"hscB"	"13"	"E"	"12"	"4"	"I"	"23"	"1"	"0R"	"46"	"1"	"1J"	"91"
"ychF"	"17"	"E"	"12"	"5"	"I"	"23"	"2"	"0R"	"46"	"2"	"1J"	"92"
"yejK"	"10"	"E"	"12"	"3"	"I"	"24"	"1"	"0R"	"47"	"1"	"1J"	"93"
"yidC"	"18"	"E"	"12"	"5"	"I"	"24"	"2"	"0R"	"47"	"2"	"1J"	"94"
"ycgH"	"14"	"E"	"12"	"4"	"I"	"24"	"1"	"0R"	"48"	"1"	"1J"	"95"
"yidC"	"18"	"E"	"12"	"5"	"I"	"24"	"2"	"0R"	"48"	"2"	"1J"	"96"
"gatR_1"	"3"	"E"	"01"	"1"	"J"	"01"	"1"	"0S"	"01"	"1"	"1K"	"01"
"gatR_1"	"3"	"E"	"01"	"1"	"J"	"01"	"1"	"0S"	"01"	"1"	"1K"	"02"
"csgC"	"7"	"E"	"01"	"2"	"J"	"01"	"1"	"0S"	"02"	"1"	"1K"	"03"
"csgC"	"7"	"E"	"01"	"2"	"J"	"01"	"1"	"0S"	"02"	"1"	"1K"	"04"
"ftsH"	"4"	"E"	"01"	"1"	"J"	"02"	"1"	"0S"	"03"	"1"	"1K"	"05"
"ftsH"	"4"	"E"	"01"	"1"	"J"	"02"	"1"	"0S"	"03"	"1"	"1K"	"06"
"glyU"	"8"	"E"	"01"	"2"	"J"	"02"	"1"	"0S"	"04"	"1"	"1K"	"07"
"glyU"	"8"	"E"	"01"	"2"	"J"	"02"	"1"	"0S"	"04"	"1"	"1K"	"08"
"hcaR"	"3"	"E"	"02"	"1"	"J"	"03"	"1"	"0S"	"05"	"1"	"1K"	"09"
"hcaR"	"3"	"E"	"02"	"1"	"J"	"03"	"1"	"0S"	"05"	"1"	"1K"	"10"
"mviN"	"7"	"E"	"02"	"2"	"J"	"03"	"1"	"0S"	"06"	"1"	"1K"	"11"
"mviN"	"7"	"E"	"02"	"2"	"J"	"03"	"1"	"0S"	"06"	"1"	"1K"	"12"
"hslV"	"4"	"E"	"02"	"1"	"J"	"04"	"1"	"0S"	"07"	"1"	"1K"	"13"
"hslV"	"4"	"E"	"02"	"1"	"J"	"04"	"1"	"0S"	"07"	"1"	"1K"	"14"
"deaD"	"8"	"E"	"02"	"2"	"J"	"04"	"1"	"0S"	"08"	"1"	"1K"	"15"
"deaD"	"8"	"E"	"02"	"2"	"J"	"04"	"1"	"0S"	"08"	"1"	"1K"	"16"
"yciK"	"3"	"E"	"03"	"1"	"J"	"05"	"1"	"0S"	"09"	"1"	"1K"	"17"
"yciK"	"3"	"E"	"03"	"1"	"J"	"05"	"1"	"0S"	"09"	"1"	"1K"	"18"
"ycgM"	"7"	"E"	"03"	"2"	"J"	"05"	"1"	"0S"	"10"	"1"	"1K"	"19"
"ycgM"	"7"	"E"	"03"	"2"	"J"	"05"	"1"	"0S"	"10"	"1"	"1K"	"20"
"mcrB"	"4"	"E"	"03"	"1"	"J"	"06"	"1"	"0S"	"11"	"1"	"1K"	"21"
"mcrB"	"4"	"E"	"03"	"1"	"J"	"06"	"1"	"0S"	"11"	"1"	"1K"	"22"
"pnp"	"8"	"E"	"03"	"2"	"J"	"06"	"1"	"0S"	"12"	"1"	"1K"	"23"
"pnp"	"8"	"E"	"03"	"2"	"J"	"06"	"1"	"0S"	"12"	"1"	"1K"	"24"
"yfdZ"	"3"	"E"	"04"	"1"	"J"	"07"	"1"	"0S"	"13"	"1"	"1K"	"25"
"yfdZ"	"3"	"E"	"04"	"1"	"J"	"07"	"1"	"0S"	"13"	"1"	"1K"	"26"
"ycjM"	"7"	"E"	"04"	"2"	"J"	"07"	"1"	"0S"	"14"	"1"	"1K"	"27"
"ycjM"	"7"	"E"	"04"	"2"	"J"	"07"	"1"	"0S"	"14"	"1"	"1K"	"28"
"yhgF"	"4"	"E"	"04"	"1"	"J"	"08"	"1"	"0S"	"15"	"1"	"1K"	"29"
"yhgF"	"4"	"E"	"04"	"1"	"J"	"08"	"1"	"0S"	"15"	"1"	"1K"	"30"
"rhsD"	"8"	"E"	"04"	"2"	"J"	"08"	"1"	"0S"	"16"	"1"	"1K"	"31"
"rhsD"	"8"	"E"	"04"	"2"	"J"	"08"	"1"	"0S"	"16"	"1"	"1K"	"32"
"sohB"	"3"	"E"	"05"	"1"	"J"	"09"	"1"	"0S"	"17"	"1"	"1K"	"33"
"sohB"	"3"	"E"	"05"	"1"	"J"	"09"	"1"	"0S"	"17"	"1"	"1K"	"34"
"ycbR"	"7"	"E"	"05"	"2"	"J"	"09"	"1"	"0S"	"18"	"1"	"1K"	"35"
"ycbR"	"7"	"E"	"05"	"2"	"J"	"09"	"1"	"0S"	"18"	"1"	"1K"	"36"
"rssB"	"4"	"E"	"05"	"1"	"J"	"10"	"1"	"0S"	"19"	"1"	"1K"	"37"
"rssB"	"4"	"E"	"05"	"1"	"J"	"10"	"1"	"0S"	"19"	"1"	"1K"	"38"
"agaR"	"8"	"E"	"05"	"2"	"J"	"10"	"1"	"0S"	"20"	"1"	"1K"	"39"
"agaR"	"8"	"E"	"05"	"2"	"J"	"10"	"1"	"0S"	"20"	"1"	"1K"	"40"
"yrfF"	"3"	"E"	"06"	"1"	"J"	"11"	"1"	"0S"	"21"	"1"	"1K"	"41"
"yrfF"	"3"	"E"	"06"	"1"	"J"	"11"	"1"	"0S"	"21"	"1"	"1K"	"42"
"ycbB"	"7"	"E"	"06"	"2"	"J"	"11"	"1"	"0S"	"22"	"1"	"1K"	"43"
"ycbB"	"7"	"E"	"06"	"2"	"J"	"11"	"1"	"0S"	"22"	"1"	"1K"	"44"
"rnt"	"4"	"E"	"06"	"1"	"J"	"12"	"1"	"0S"	"23"	"1"	"1K"	"45"
"rnt"	"4"	"E"	"06"	"1"	"J"	"12"	"1"	"0S"	"23"	"1"	"1K"	"46"
"yhaJ"	"8"	"E"	"06"	"2"	"J"	"12"	"1"	"0S"	"24"	"1"	"1K"	"47"
"yhaJ"	"8"	"E"	"06"	"2"	"J"	"12"	"1"	"0S"	"24"	"1"	"1K"	"48"
"yhhY"	"3"	"E"	"07"	"1"	"J"	"13"	"1"	"0S"	"25"	"1"	"1K"	"49"
"yhhY"	"3"	"E"	"07"	"1"	"J"	"13"	"1"	"0S"	"25"	"1"	"1K"	"50"
"hemG"	"7"	"E"	"07"	"2"	"J"	"13"	"1"	"0S"	"26"	"1"	"1K"	"51"
"hemG"	"7"	"E"	"07"	"2"	"J"	"13"	"1"	"0S"	"26"	"1"	"1K"	"52"
"amyA"	"4"	"E"	"07"	"1"	"J"	"14"	"1"	"0S"	"27"	"1"	"1K"	"53"
"amyA"	"4"	"E"	"07"	"1"	"J"	"14"	"1"	"0S"	"27"	"1"	"1K"	"54"
"yhdA"	"8"	"E"	"07"	"2"	"J"	"14"	"1"	"0S"	"28"	"1"	"1K"	"55"
"yhdA"	"8"	"E"	"07"	"2"	"J"	"14"	"1"	"0S"	"28"	"1"	"1K"	"56"
"yhhN"	"3"	"E"	"08"	"1"	"J"	"15"	"1"	"0S"	"29"	"1"	"1K"	"57"
"yhhN"	"3"	"E"	"08"	"1"	"J"	"15"	"1"	"0S"	"29"	"1"	"1K"	"58"
"mntR"	"7"	"E"	"08"	"2"	"J"	"15"	"1"	"0S"	"30"	"1"	"1K"	"59"
"mntR"	"7"	"E"	"08"	"2"	"J"	"15"	"1"	"0S"	"30"	"1"	"1K"	"60"
"degQ"	"4"	"E"	"08"	"1"	"J"	"16"	"1"	"0S"	"31"	"1"	"1K"	"61"
"degQ"	"4"	"E"	"08"	"1"	"J"	"16"	"1"	"0S"	"31"	"1"	"1K"	"62"
"yhcM"	"8"	"E"	"08"	"2"	"J"	"16"	"1"	"0S"	"32"	"1"	"1K"	"63"
"yhcM"	"8"	"E"	"08"	"2"	"J"	"16"	"1"	"0S"	"32"	"1"	"1K"	"64"
"yhhQ"	"3"	"E"	"09"	"1"	"J"	"17"	"1"	"0S"	"33"	"1"	"1K"	"65"
"yhhQ"	"3"	"E"	"09"	"1"	"J"	"17"	"1"	"0S"	"33"	"1"	"1K"	"66"
"yliI"	"7"	"E"	"09"	"2"	"J"	"17"	"1"	"0S"	"34"	"1"	"1K"	"67"
"yliI"	"7"	"E"	"09"	"2"	"J"	"17"	"1"	"0S"	"34"	"1"	"1K"	"68"
"pinE"	"4"	"E"	"09"	"1"	"J"	"18"	"1"	"0S"	"35"	"1"	"1K"	"69"
"pinE"	"4"	"E"	"09"	"1"	"J"	"18"	"1"	"0S"	"35"	"1"	"1K"	"70"
"yraL"	"8"	"E"	"09"	"2"	"J"	"18"	"1"	"0S"	"36"	"1"	"1K"	"71"
"yraL"	"8"	"E"	"09"	"2"	"J"	"18"	"1"	"0S"	"36"	"1"	"1K"	"72"
"norV"	"3"	"E"	"10"	"1"	"J"	"19"	"1"	"0S"	"37"	"1"	"1K"	"73"
"norV"	"3"	"E"	"10"	"1"	"J"	"19"	"1"	"0S"	"37"	"1"	"1K"	"74"
"ybjN"	"7"	"E"	"10"	"2"	"J"	"19"	"1"	"0S"	"38"	"1"	"1K"	"75"
"ybjN"	"7"	"E"	"10"	"2"	"J"	"19"	"1"	"0S"	"38"	"1"	"1K"	"76"
"htrA"	"4"	"E"	"10"	"1"	"J"	"20"	"1"	"0S"	"39"	"1"	"1K"	"77"
"htrA"	"4"	"E"	"10"	"1"	"J"	"20"	"1"	"0S"	"39"	"1"	"1K"	"78"
"yraR"	"8"	"E"	"10"	"2"	"J"	"20"	"1"	"0S"	"40"	"1"	"1K"	"79"
"yraR"	"8"	"E"	"10"	"2"	"J"	"20"	"1"	"0S"	"40"	"1"	"1K"	"80"
"ygbJ"	"3"	"E"	"11"	"1"	"J"	"21"	"1"	"0S"	"41"	"1"	"1K"	"81"
"ygbJ"	"3"	"E"	"11"	"1"	"J"	"21"	"1"	"0S"	"41"	"1"	"1K"	"82"
"folA"	"7"	"E"	"11"	"2"	"J"	"21"	"1"	"0S"	"42"	"1"	"1K"	"83"
"folA"	"7"	"E"	"11"	"2"	"J"	"21"	"1"	"0S"	"42"	"1"	"1K"	"84"
"yedQ"	"4"	"E"	"11"	"1"	"J"	"22"	"1"	"0S"	"43"	"1"	"1K"	"85"
"yedQ"	"4"	"E"	"11"	"1"	"J"	"22"	"1"	"0S"	"43"	"1"	"1K"	"86"
"yhbP"	"8"	"E"	"11"	"2"	"J"	"22"	"1"	"0S"	"44"	"1"	"1K"	"87"
"yhbP"	"8"	"E"	"11"	"2"	"J"	"22"	"1"	"0S"	"44"	"1"	"1K"	"88"
"fsaA"	"3"	"E"	"12"	"1"	"J"	"23"	"1"	"0S"	"45"	"1"	"1K"	"89"
"fsaA"	"3"	"E"	"12"	"1"	"J"	"23"	"1"	"0S"	"45"	"1"	"1K"	"90"
"hemH"	"7"	"E"	"12"	"2"	"J"	"23"	"1"	"0S"	"46"	"1"	"1K"	"91"
"hemH"	"7"	"E"	"12"	"2"	"J"	"23"	"1"	"0S"	"46"	"1"	"1K"	"92"
"erfK"	"4"	"E"	"12"	"1"	"J"	"24"	"1"	"0S"	"47"	"1"	"1K"	"93"
"erfK"	"4"	"E"	"12"	"1"	"J"	"24"	"1"	"0S"	"47"	"1"	"1K"	"94"
"yhbT"	"8"	"E"	"12"	"2"	"J"	"24"	"1"	"0S"	"48"	"1"	"1K"	"95"
"yhbT"	"8"	"E"	"12"	"2"	"J"	"24"	"1"	"0S"	"48"	"1"	"1K"	"96"
"gatR_1"	"3"	"E"	"01"	"1"	"J"	"01"	"1"	"0S"	"01"	"1"	"1L"	"01"
"ygaQ"	"19"	"E"	"01"	"5"	"J"	"01"	"2"	"0S"	"01"	"2"	"1L"	"02"
"csgC"	"7"	"E"	"01"	"2"	"J"	"01"	"1"	"0S"	"02"	"1"	"1L"	"03"
"ygaQ"	"19"	"E"	"01"	"5"	"J"	"01"	"2"	"0S"	"02"	"2"	"1L"	"04"
"ftsH"	"4"	"E"	"01"	"1"	"J"	"02"	"1"	"0S"	"03"	"1"	"1L"	"05"
"araB"	"20"	"E"	"01"	"5"	"J"	"02"	"2"	"0S"	"03"	"2"	"1L"	"06"
"glyU"	"8"	"E"	"01"	"2"	"J"	"02"	"1"	"0S"	"04"	"1"	"1L"	"07"
"araB"	"20"	"E"	"01"	"5"	"J"	"02"	"2"	"0S"	"04"	"2"	"1L"	"08"
"hcaR"	"3"	"E"	"02"	"1"	"J"	"03"	"1"	"0S"	"05"	"1"	"1L"	"09"
"ygaV"	"19"	"E"	"02"	"5"	"J"	"03"	"2"	"0S"	"05"	"2"	"1L"	"10"
"mviN"	"7"	"E"	"02"	"2"	"J"	"03"	"1"	"0S"	"06"	"1"	"1L"	"11"
"ygaV"	"19"	"E"	"02"	"5"	"J"	"03"	"2"	"0S"	"06"	"2"	"1L"	"12"
"hslV"	"4"	"E"	"02"	"1"	"J"	"04"	"1"	"0S"	"07"	"1"	"1L"	"13"
"glnA"	"20"	"E"	"02"	"5"	"J"	"04"	"2"	"0S"	"07"	"2"	"1L"	"14"
"deaD"	"8"	"E"	"02"	"2"	"J"	"04"	"1"	"0S"	"08"	"1"	"1L"	"15"
"glnA"	"20"	"E"	"02"	"5"	"J"	"04"	"2"	"0S"	"08"	"2"	"1L"	"16"
"yciK"	"3"	"E"	"03"	"1"	"J"	"05"	"1"	"0S"	"09"	"1"	"1L"	"17"
"yqcE"	"19"	"E"	"03"	"5"	"J"	"05"	"2"	"0S"	"09"	"2"	"1L"	"18"
"ycgM"	"7"	"E"	"03"	"2"	"J"	"05"	"1"	"0S"	"10"	"1"	"1L"	"19"
"yqcE"	"19"	"E"	"03"	"5"	"J"	"05"	"2"	"0S"	"10"	"2"	"1L"	"20"
"mcrB"	"4"	"E"	"03"	"1"	"J"	"06"	"1"	"0S"	"11"	"1"	"1L"	"21"
"ligB"	"20"	"E"	"03"	"5"	"J"	"06"	"2"	"0S"	"11"	"2"	"1L"	"22"
