"Gene"	"Plate96"	"Row96"	"Column96"	"Plate384"	"Row384"	"Column384"	"Plate1536"	"Row1536"	"Column1536"	"Plate6144"	"Row6144"	"Column6144"
"htrL"	"19"	"B"	"09"	"5"	"D"	"17"	"2"	"0G"	"34"	"2"	"0N"	"68"
"fdoG"	"4"	"B"	"09"	"1"	"D"	"18"	"1"	"0G"	"35"	"1"	"0N"	"69"
"htpG"	"20"	"B"	"09"	"5"	"D"	"18"	"2"	"0G"	"35"	"2"	"0N"	"70"
"rhoL"	"8"	"B"	"09"	"2"	"D"	"18"	"1"	"0G"	"36"	"1"	"0N"	"71"
"htpG"	"20"	"B"	"09"	"5"	"D"	"18"	"2"	"0G"	"36"	"2"	"0N"	"72"
"yjdB"	"3"	"B"	"10"	"1"	"D"	"19"	"1"	"0G"	"37"	"1"	"0N"	"73"
"rplT"	"19"	"B"	"10"	"5"	"D"	"19"	"2"	"0G"	"37"	"2"	"0N"	"74"
"abrB"	"7"	"B"	"10"	"2"	"D"	"19"	"1"	"0G"	"38"	"1"	"0N"	"75"
"rplT"	"19"	"B"	"10"	"5"	"D"	"19"	"2"	"0G"	"38"	"2"	"0N"	"76"
"zraP"	"4"	"B"	"10"	"1"	"D"	"20"	"1"	"0G"	"39"	"1"	"0N"	"77"
"yjjY"	"20"	"B"	"10"	"5"	"D"	"20"	"2"	"0G"	"39"	"2"	"0N"	"78"
"rho"	"8"	"B"	"10"	"2"	"D"	"20"	"1"	"0G"	"40"	"1"	"0N"	"79"
"yjjY"	"20"	"B"	"10"	"5"	"D"	"20"	"2"	"0G"	"40"	"2"	"0N"	"80"
"aniC"	"3"	"B"	"11"	"1"	"D"	"21"	"1"	"0G"	"41"	"1"	"0N"	"81"
"rpmI"	"19"	"B"	"11"	"5"	"D"	"21"	"2"	"0G"	"41"	"2"	"0N"	"82"
"ybgQ"	"7"	"B"	"11"	"2"	"D"	"21"	"1"	"0G"	"42"	"1"	"0N"	"83"
"rpmI"	"19"	"B"	"11"	"5"	"D"	"21"	"2"	"0G"	"42"	"2"	"0N"	"84"
"dcuS"	"4"	"B"	"11"	"1"	"D"	"22"	"1"	"0G"	"43"	"1"	"0N"	"85"
"cynR"	"20"	"B"	"11"	"5"	"D"	"22"	"2"	"0G"	"43"	"2"	"0N"	"86"
"rlmB"	"8"	"B"	"11"	"2"	"D"	"22"	"1"	"0G"	"44"	"1"	"0N"	"87"
"cynR"	"20"	"B"	"11"	"5"	"D"	"22"	"2"	"0G"	"44"	"2"	"0N"	"88"
"yjdF"	"3"	"B"	"12"	"1"	"D"	"23"	"1"	"0G"	"45"	"1"	"0N"	"89"
"rrfG"	"19"	"B"	"12"	"5"	"D"	"23"	"2"	"0G"	"45"	"2"	"0N"	"90"
"mazE"	"7"	"B"	"12"	"2"	"D"	"23"	"1"	"0G"	"46"	"1"	"0N"	"91"
"rrfG"	"19"	"B"	"12"	"5"	"D"	"23"	"2"	"0G"	"46"	"2"	"0N"	"92"
"deoR"	"4"	"B"	"12"	"1"	"D"	"24"	"1"	"0G"	"47"	"1"	"0N"	"93"
"ydfV"	"20"	"B"	"12"	"5"	"D"	"24"	"2"	"0G"	"47"	"2"	"0N"	"94"
"aspU"	"8"	"B"	"12"	"2"	"D"	"24"	"1"	"0G"	"48"	"1"	"0N"	"95"
"ydfV"	"20"	"B"	"12"	"5"	"D"	"24"	"2"	"0G"	"48"	"2"	"0N"	"96"
"ygeI"	"11"	"B"	"01"	"3"	"D"	"01"	"1"	"0H"	"01"	"1"	"0O"	"01"
"ygeI"	"11"	"B"	"01"	"3"	"D"	"01"	"1"	"0H"	"01"	"1"	"0O"	"02"
"ybjH"	"15"	"B"	"01"	"4"	"D"	"01"	"1"	"0H"	"02"	"1"	"0O"	"03"
"ybjH"	"15"	"B"	"01"	"4"	"D"	"01"	"1"	"0H"	"02"	"1"	"0O"	"04"
"yadK"	"12"	"B"	"01"	"3"	"D"	"02"	"1"	"0H"	"03"	"1"	"0O"	"05"
"yadK"	"12"	"B"	"01"	"3"	"D"	"02"	"1"	"0H"	"03"	"1"	"0O"	"06"
"yqhH"	"16"	"B"	"01"	"4"	"D"	"02"	"1"	"0H"	"04"	"1"	"0O"	"07"
"yqhH"	"16"	"B"	"01"	"4"	"D"	"02"	"1"	"0H"	"04"	"1"	"0O"	"08"
"idi"	"11"	"B"	"02"	"3"	"D"	"03"	"1"	"0H"	"05"	"1"	"0O"	"09"
"idi"	"11"	"B"	"02"	"3"	"D"	"03"	"1"	"0H"	"05"	"1"	"0O"	"10"
"ymcC"	"15"	"B"	"02"	"4"	"D"	"03"	"1"	"0H"	"06"	"1"	"0O"	"11"
"ymcC"	"15"	"B"	"02"	"4"	"D"	"03"	"1"	"0H"	"06"	"1"	"0O"	"12"
"cpdA"	"12"	"B"	"02"	"3"	"D"	"04"	"1"	"0H"	"07"	"1"	"0O"	"13"
"cpdA"	"12"	"B"	"02"	"3"	"D"	"04"	"1"	"0H"	"07"	"1"	"0O"	"14"
"gmr"	"16"	"B"	"02"	"4"	"D"	"04"	"1"	"0H"	"08"	"1"	"0O"	"15"
"gmr"	"16"	"B"	"02"	"4"	"D"	"04"	"1"	"0H"	"08"	"1"	"0O"	"16"
"ydfA"	"11"	"B"	"03"	"3"	"D"	"05"	"1"	"0H"	"09"	"1"	"0O"	"17"
"ydfA"	"11"	"B"	"03"	"3"	"D"	"05"	"1"	"0H"	"09"	"1"	"0O"	"18"
"yccM"	"15"	"B"	"03"	"4"	"D"	"05"	"1"	"0H"	"10"	"1"	"0O"	"19"
"yccM"	"15"	"B"	"03"	"4"	"D"	"05"	"1"	"0H"	"10"	"1"	"0O"	"20"
"yacG"	"12"	"B"	"03"	"3"	"D"	"06"	"1"	"0H"	"11"	"1"	"0O"	"21"
"yacG"	"12"	"B"	"03"	"3"	"D"	"06"	"1"	"0H"	"11"	"1"	"0O"	"22"
"ymjA"	"16"	"B"	"03"	"4"	"D"	"06"	"1"	"0H"	"12"	"1"	"0O"	"23"
"ymjA"	"16"	"B"	"03"	"4"	"D"	"06"	"1"	"0H"	"12"	"1"	"0O"	"24"
"creB"	"11"	"B"	"04"	"3"	"D"	"07"	"1"	"0H"	"13"	"1"	"0O"	"25"
"creB"	"11"	"B"	"04"	"3"	"D"	"07"	"1"	"0H"	"13"	"1"	"0O"	"26"
"ybcV"	"15"	"B"	"04"	"4"	"D"	"07"	"1"	"0H"	"14"	"1"	"0O"	"27"
"ybcV"	"15"	"B"	"04"	"4"	"D"	"07"	"1"	"0H"	"14"	"1"	"0O"	"28"
"trmU"	"12"	"B"	"04"	"3"	"D"	"08"	"1"	"0H"	"15"	"1"	"0O"	"29"
"trmU"	"12"	"B"	"04"	"3"	"D"	"08"	"1"	"0H"	"15"	"1"	"0O"	"30"
"uspE"	"16"	"B"	"04"	"4"	"D"	"08"	"1"	"0H"	"16"	"1"	"0O"	"31"
"uspE"	"16"	"B"	"04"	"4"	"D"	"08"	"1"	"0H"	"16"	"1"	"0O"	"32"
"yeaS"	"11"	"B"	"05"	"3"	"D"	"09"	"1"	"0H"	"17"	"1"	"0O"	"33"
"yeaS"	"11"	"B"	"05"	"3"	"D"	"09"	"1"	"0H"	"17"	"1"	"0O"	"34"
"ybhI"	"15"	"B"	"05"	"4"	"D"	"09"	"1"	"0H"	"18"	"1"	"0O"	"35"
"ybhI"	"15"	"B"	"05"	"4"	"D"	"09"	"1"	"0H"	"18"	"1"	"0O"	"36"
"yadS"	"12"	"B"	"05"	"3"	"D"	"10"	"1"	"0H"	"19"	"1"	"0O"	"37"
"yadS"	"12"	"B"	"05"	"3"	"D"	"10"	"1"	"0H"	"19"	"1"	"0O"	"38"
"ydaO"	"16"	"B"	"05"	"4"	"D"	"10"	"1"	"0H"	"20"	"1"	"0O"	"39"
"ydaO"	"16"	"B"	"05"	"4"	"D"	"10"	"1"	"0H"	"20"	"1"	"0O"	"40"
"yeaZ"	"11"	"B"	"06"	"3"	"D"	"11"	"1"	"0H"	"21"	"1"	"0O"	"41"
"yeaZ"	"11"	"B"	"06"	"3"	"D"	"11"	"1"	"0H"	"21"	"1"	"0O"	"42"
"potF"	"15"	"B"	"06"	"4"	"D"	"11"	"1"	"0H"	"22"	"1"	"0O"	"43"
"potF"	"15"	"B"	"06"	"4"	"D"	"11"	"1"	"0H"	"22"	"1"	"0O"	"44"
"xylB"	"12"	"B"	"06"	"3"	"D"	"12"	"1"	"0H"	"23"	"1"	"0O"	"45"
"xylB"	"12"	"B"	"06"	"3"	"D"	"12"	"1"	"0H"	"23"	"1"	"0O"	"46"
"ydaG"	"16"	"B"	"06"	"4"	"D"	"12"	"1"	"0H"	"24"	"1"	"0O"	"47"
"ydaG"	"16"	"B"	"06"	"4"	"D"	"12"	"1"	"0H"	"24"	"1"	"0O"	"48"
"yobF"	"11"	"B"	"07"	"3"	"D"	"13"	"1"	"0H"	"25"	"1"	"0O"	"49"
"yobF"	"11"	"B"	"07"	"3"	"D"	"13"	"1"	"0H"	"25"	"1"	"0O"	"50"
"oppA"	"15"	"B"	"07"	"4"	"D"	"13"	"1"	"0H"	"26"	"1"	"0O"	"51"
"oppA"	"15"	"B"	"07"	"4"	"D"	"13"	"1"	"0H"	"26"	"1"	"0O"	"52"
"yggD"	"12"	"B"	"07"	"3"	"D"	"14"	"1"	"0H"	"27"	"1"	"0O"	"53"
"yggD"	"12"	"B"	"07"	"3"	"D"	"14"	"1"	"0H"	"27"	"1"	"0O"	"54"
"uspF"	"16"	"B"	"07"	"4"	"D"	"14"	"1"	"0H"	"28"	"1"	"0O"	"55"
"uspF"	"16"	"B"	"07"	"4"	"D"	"14"	"1"	"0H"	"28"	"1"	"0O"	"56"
"yebO"	"11"	"B"	"08"	"3"	"D"	"15"	"1"	"0H"	"29"	"1"	"0O"	"57"
"yebO"	"11"	"B"	"08"	"3"	"D"	"15"	"1"	"0H"	"29"	"1"	"0O"	"58"
"ydcS"	"15"	"B"	"08"	"4"	"D"	"15"	"1"	"0H"	"30"	"1"	"0O"	"59"
"ydcS"	"15"	"B"	"08"	"4"	"D"	"15"	"1"	"0H"	"30"	"1"	"0O"	"60"
"ydeO"	"12"	"B"	"08"	"3"	"D"	"16"	"1"	"0H"	"31"	"1"	"0O"	"61"
"ydeO"	"12"	"B"	"08"	"3"	"D"	"16"	"1"	"0H"	"31"	"1"	"0O"	"62"
"yncJ"	"16"	"B"	"08"	"4"	"D"	"16"	"1"	"0H"	"32"	"1"	"0O"	"63"
"yncJ"	"16"	"B"	"08"	"4"	"D"	"16"	"1"	"0H"	"32"	"1"	"0O"	"64"
"yebE"	"11"	"B"	"09"	"3"	"D"	"17"	"1"	"0H"	"33"	"1"	"0O"	"65"
"yebE"	"11"	"B"	"09"	"3"	"D"	"17"	"1"	"0H"	"33"	"1"	"0O"	"66"
"yeaV"	"15"	"B"	"09"	"4"	"D"	"17"	"1"	"0H"	"34"	"1"	"0O"	"67"
"yeaV"	"15"	"B"	"09"	"4"	"D"	"17"	"1"	"0H"	"34"	"1"	"0O"	"68"
"eutR"	"12"	"B"	"09"	"3"	"D"	"18"	"1"	"0H"	"35"	"1"	"0O"	"69"
"eutR"	"12"	"B"	"09"	"3"	"D"	"18"	"1"	"0H"	"35"	"1"	"0O"	"70"
"yddE"	"16"	"B"	"09"	"4"	"D"	"18"	"1"	"0H"	"36"	"1"	"0O"	"71"
"yddE"	"16"	"B"	"09"	"4"	"D"	"18"	"1"	"0H"	"36"	"1"	"0O"	"72"
"dacA"	"11"	"B"	"10"	"3"	"D"	"19"	"1"	"0H"	"37"	"1"	"0O"	"73"
"dacA"	"11"	"B"	"10"	"3"	"D"	"19"	"1"	"0H"	"37"	"1"	"0O"	"74"
"yejA"	"15"	"B"	"10"	"4"	"D"	"19"	"1"	"0H"	"38"	"1"	"0O"	"75"
"yejA"	"15"	"B"	"10"	"4"	"D"	"19"	"1"	"0H"	"38"	"1"	"0O"	"76"
"yehS"	"12"	"B"	"10"	"3"	"D"	"20"	"1"	"0H"	"39"	"1"	"0O"	"77"
"yehS"	"12"	"B"	"10"	"3"	"D"	"20"	"1"	"0H"	"39"	"1"	"0O"	"78"
"yddM"	"16"	"B"	"10"	"4"	"D"	"20"	"1"	"0H"	"40"	"1"	"0O"	"79"
"yddM"	"16"	"B"	"10"	"4"	"D"	"20"	"1"	"0H"	"40"	"1"	"0O"	"80"
"htpX"	"11"	"B"	"11"	"3"	"D"	"21"	"1"	"0H"	"41"	"1"	"0O"	"81"
"htpX"	"11"	"B"	"11"	"3"	"D"	"21"	"1"	"0H"	"41"	"1"	"0O"	"82"
"sstT"	"15"	"B"	"11"	"4"	"D"	"21"	"1"	"0H"	"42"	"1"	"0O"	"83"
"sstT"	"15"	"B"	"11"	"4"	"D"	"21"	"1"	"0H"	"42"	"1"	"0O"	"84"
"yihN"	"12"	"B"	"11"	"3"	"D"	"22"	"1"	"0H"	"43"	"1"	"0O"	"85"
"yihN"	"12"	"B"	"11"	"3"	"D"	"22"	"1"	"0H"	"43"	"1"	"0O"	"86"
"cspD"	"16"	"B"	"11"	"4"	"D"	"22"	"1"	"0H"	"44"	"1"	"0O"	"87"
"cspD"	"16"	"B"	"11"	"4"	"D"	"22"	"1"	"0H"	"44"	"1"	"0O"	"88"
"treA"	"11"	"B"	"12"	"3"	"D"	"23"	"1"	"0H"	"45"	"1"	"0O"	"89"
"treA"	"11"	"B"	"12"	"3"	"D"	"23"	"1"	"0H"	"45"	"1"	"0O"	"90"
"ybcY"	"15"	"B"	"12"	"4"	"D"	"23"	"1"	"0H"	"46"	"1"	"0O"	"91"
"ybcY"	"15"	"B"	"12"	"4"	"D"	"23"	"1"	"0H"	"46"	"1"	"0O"	"92"
"aldB"	"12"	"B"	"12"	"3"	"D"	"24"	"1"	"0H"	"47"	"1"	"0O"	"93"
"aldB"	"12"	"B"	"12"	"3"	"D"	"24"	"1"	"0H"	"47"	"1"	"0O"	"94"
"ycaC"	"16"	"B"	"12"	"4"	"D"	"24"	"1"	"0H"	"48"	"1"	"0O"	"95"
"ycaC"	"16"	"B"	"12"	"4"	"D"	"24"	"1"	"0H"	"48"	"1"	"0O"	"96"
"ygeI"	"11"	"B"	"01"	"3"	"D"	"01"	"1"	"0H"	"01"	"1"	"0P"	"01"
"ddlA"	"19"	"B"	"01"	"5"	"D"	"01"	"2"	"0H"	"01"	"2"	"0P"	"02"
"ybjH"	"15"	"B"	"01"	"4"	"D"	"01"	"1"	"0H"	"02"	"1"	"0P"	"03"
"ddlA"	"19"	"B"	"01"	"5"	"D"	"01"	"2"	"0H"	"02"	"2"	"0P"	"04"
"yadK"	"12"	"B"	"01"	"3"	"D"	"02"	"1"	"0H"	"03"	"1"	"0P"	"05"
"malF"	"20"	"B"	"01"	"5"	"D"	"02"	"2"	"0H"	"03"	"2"	"0P"	"06"
"yqhH"	"16"	"B"	"01"	"4"	"D"	"02"	"1"	"0H"	"04"	"1"	"0P"	"07"
"malF"	"20"	"B"	"01"	"5"	"D"	"02"	"2"	"0H"	"04"	"2"	"0P"	"08"
"idi"	"11"	"B"	"02"	"3"	"D"	"03"	"1"	"0H"	"05"	"1"	"0P"	"09"
"ybiF"	"19"	"B"	"02"	"5"	"D"	"03"	"2"	"0H"	"05"	"2"	"0P"	"10"
"ymcC"	"15"	"B"	"02"	"4"	"D"	"03"	"1"	"0H"	"06"	"1"	"0P"	"11"
"ybiF"	"19"	"B"	"02"	"5"	"D"	"03"	"2"	"0H"	"06"	"2"	"0P"	"12"
"cpdA"	"12"	"B"	"02"	"3"	"D"	"04"	"1"	"0H"	"07"	"1"	"0P"	"13"
"flgM"	"20"	"B"	"02"	"5"	"D"	"04"	"2"	"0H"	"07"	"2"	"0P"	"14"
"gmr"	"16"	"B"	"02"	"4"	"D"	"04"	"1"	"0H"	"08"	"1"	"0P"	"15"
"flgM"	"20"	"B"	"02"	"5"	"D"	"04"	"2"	"0H"	"08"	"2"	"0P"	"16"
"ydfA"	"11"	"B"	"03"	"3"	"D"	"05"	"1"	"0H"	"09"	"1"	"0P"	"17"
"mipA"	"19"	"B"	"03"	"5"	"D"	"05"	"2"	"0H"	"09"	"2"	"0P"	"18"
"yccM"	"15"	"B"	"03"	"4"	"D"	"05"	"1"	"0H"	"10"	"1"	"0P"	"19"
"mipA"	"19"	"B"	"03"	"5"	"D"	"05"	"2"	"0H"	"10"	"2"	"0P"	"20"
"yacG"	"12"	"B"	"03"	"3"	"D"	"06"	"1"	"0H"	"11"	"1"	"0P"	"21"
"rhaT"	"20"	"B"	"03"	"5"	"D"	"06"	"2"	"0H"	"11"	"2"	"0P"	"22"
"ymjA"	"16"	"B"	"03"	"4"	"D"	"06"	"1"	"0H"	"12"	"1"	"0P"	"23"
"rhaT"	"20"	"B"	"03"	"5"	"D"	"06"	"2"	"0H"	"12"	"2"	"0P"	"24"
"creB"	"11"	"B"	"04"	"3"	"D"	"07"	"1"	"0H"	"13"	"1"	"0P"	"25"
"dsrA"	"19"	"B"	"04"	"5"	"D"	"07"	"2"	"0H"	"13"	"2"	"0P"	"26"
"ybcV"	"15"	"B"	"04"	"4"	"D"	"07"	"1"	"0H"	"14"	"1"	"0P"	"27"
"dsrA"	"19"	"B"	"04"	"5"	"D"	"07"	"2"	"0H"	"14"	"2"	"0P"	"28"
"trmU"	"12"	"B"	"04"	"3"	"D"	"08"	"1"	"0H"	"15"	"1"	"0P"	"29"
"relA"	"20"	"B"	"04"	"5"	"D"	"08"	"2"	"0H"	"15"	"2"	"0P"	"30"
"uspE"	"16"	"B"	"04"	"4"	"D"	"08"	"1"	"0H"	"16"	"1"	"0P"	"31"
"relA"	"20"	"B"	"04"	"5"	"D"	"08"	"2"	"0H"	"16"	"2"	"0P"	"32"
"yeaS"	"11"	"B"	"05"	"3"	"D"	"09"	"1"	"0H"	"17"	"1"	"0P"	"33"
"rcsC"	"19"	"B"	"05"	"5"	"D"	"09"	"2"	"0H"	"17"	"2"	"0P"	"34"
"ybhI"	"15"	"B"	"05"	"4"	"D"	"09"	"1"	"0H"	"18"	"1"	"0P"	"35"
"rcsC"	"19"	"B"	"05"	"5"	"D"	"09"	"2"	"0H"	"18"	"2"	"0P"	"36"
"yadS"	"12"	"B"	"05"	"3"	"D"	"10"	"1"	"0H"	"19"	"1"	"0P"	"37"
"uvrC"	"20"	"B"	"05"	"5"	"D"	"10"	"2"	"0H"	"19"	"2"	"0P"	"38"
"ydaO"	"16"	"B"	"05"	"4"	"D"	"10"	"1"	"0H"	"20"	"1"	"0P"	"39"
"uvrC"	"20"	"B"	"05"	"5"	"D"	"10"	"2"	"0H"	"20"	"2"	"0P"	"40"
"yeaZ"	"11"	"B"	"06"	"3"	"D"	"11"	"1"	"0H"	"21"	"1"	"0P"	"41"
"ypeA"	"19"	"B"	"06"	"5"	"D"	"11"	"2"	"0H"	"21"	"2"	"0P"	"42"
"potF"	"15"	"B"	"06"	"4"	"D"	"11"	"1"	"0H"	"22"	"1"	"0P"	"43"
"ypeA"	"19"	"B"	"06"	"5"	"D"	"11"	"2"	"0H"	"22"	"2"	"0P"	"44"
"xylB"	"12"	"B"	"06"	"3"	"D"	"12"	"1"	"0H"	"23"	"1"	"0P"	"45"
"ihfB"	"20"	"B"	"06"	"5"	"D"	"12"	"2"	"0H"	"23"	"2"	"0P"	"46"
"ydaG"	"16"	"B"	"06"	"4"	"D"	"12"	"1"	"0H"	"24"	"1"	"0P"	"47"
"ihfB"	"20"	"B"	"06"	"5"	"D"	"12"	"2"	"0H"	"24"	"2"	"0P"	"48"
"yobF"	"11"	"B"	"07"	"3"	"D"	"13"	"1"	"0H"	"25"	"1"	"0P"	"49"
"hofM"	"19"	"B"	"07"	"5"	"D"	"13"	"2"	"0H"	"25"	"2"	"0P"	"50"
"oppA"	"15"	"B"	"07"	"4"	"D"	"13"	"1"	"0H"	"26"	"1"	"0P"	"51"
"hofM"	"19"	"B"	"07"	"5"	"D"	"13"	"2"	"0H"	"26"	"2"	"0P"	"52"
"yggD"	"12"	"B"	"07"	"3"	"D"	"14"	"1"	"0H"	"27"	"1"	"0P"	"53"
"cynT"	"20"	"B"	"07"	"5"	"D"	"14"	"2"	"0H"	"27"	"2"	"0P"	"54"
"uspF"	"16"	"B"	"07"	"4"	"D"	"14"	"1"	"0H"	"28"	"1"	"0P"	"55"
"cynT"	"20"	"B"	"07"	"5"	"D"	"14"	"2"	"0H"	"28"	"2"	"0P"	"56"
"yebO"	"11"	"B"	"08"	"3"	"D"	"15"	"1"	"0H"	"29"	"1"	"0P"	"57"
"b3505"	"19"	"B"	"08"	"5"	"D"	"15"	"2"	"0H"	"29"	"2"	"0P"	"58"
"ydcS"	"15"	"B"	"08"	"4"	"D"	"15"	"1"	"0H"	"30"	"1"	"0P"	"59"
"b3505"	"19"	"B"	"08"	"5"	"D"	"15"	"2"	"0H"	"30"	"2"	"0P"	"60"
"ydeO"	"12"	"B"	"08"	"3"	"D"	"16"	"1"	"0H"	"31"	"1"	"0P"	"61"
"flgB"	"20"	"B"	"08"	"5"	"D"	"16"	"2"	"0H"	"31"	"2"	"0P"	"62"
"yncJ"	"16"	"B"	"08"	"4"	"D"	"16"	"1"	"0H"	"32"	"1"	"0P"	"63"
"flgB"	"20"	"B"	"08"	"5"	"D"	"16"	"2"	"0H"	"32"	"2"	"0P"	"64"
"yebE"	"11"	"B"	"09"	"3"	"D"	"17"	"1"	"0H"	"33"	"1"	"0P"	"65"
"htrL"	"19"	"B"	"09"	"5"	"D"	"17"	"2"	"0H"	"33"	"2"	"0P"	"66"
"yeaV"	"15"	"B"	"09"	"4"	"D"	"17"	"1"	"0H"	"34"	"1"	"0P"	"67"
"htrL"	"19"	"B"	"09"	"5"	"D"	"17"	"2"	"0H"	"34"	"2"	"0P"	"68"
"eutR"	"12"	"B"	"09"	"3"	"D"	"18"	"1"	"0H"	"35"	"1"	"0P"	"69"
"htpG"	"20"	"B"	"09"	"5"	"D"	"18"	"2"	"0H"	"35"	"2"	"0P"	"70"
"yddE"	"16"	"B"	"09"	"4"	"D"	"18"	"1"	"0H"	"36"	"1"	"0P"	"71"
"htpG"	"20"	"B"	"09"	"5"	"D"	"18"	"2"	"0H"	"36"	"2"	"0P"	"72"
"dacA"	"11"	"B"	"10"	"3"	"D"	"19"	"1"	"0H"	"37"	"1"	"0P"	"73"
"rplT"	"19"	"B"	"10"	"5"	"D"	"19"	"2"	"0H"	"37"	"2"	"0P"	"74"
"yejA"	"15"	"B"	"10"	"4"	"D"	"19"	"1"	"0H"	"38"	"1"	"0P"	"75"
"rplT"	"19"	"B"	"10"	"5"	"D"	"19"	"2"	"0H"	"38"	"2"	"0P"	"76"
"yehS"	"12"	"B"	"10"	"3"	"D"	"20"	"1"	"0H"	"39"	"1"	"0P"	"77"
"yjjY"	"20"	"B"	"10"	"5"	"D"	"20"	"2"	"0H"	"39"	"2"	"0P"	"78"
"yddM"	"16"	"B"	"10"	"4"	"D"	"20"	"1"	"0H"	"40"	"1"	"0P"	"79"
"yjjY"	"20"	"B"	"10"	"5"	"D"	"20"	"2"	"0H"	"40"	"2"	"0P"	"80"
"htpX"	"11"	"B"	"11"	"3"	"D"	"21"	"1"	"0H"	"41"	"1"	"0P"	"81"
"rpmI"	"19"	"B"	"11"	"5"	"D"	"21"	"2"	"0H"	"41"	"2"	"0P"	"82"
"sstT"	"15"	"B"	"11"	"4"	"D"	"21"	"1"	"0H"	"42"	"1"	"0P"	"83"
"rpmI"	"19"	"B"	"11"	"5"	"D"	"21"	"2"	"0H"	"42"	"2"	"0P"	"84"
"yihN"	"12"	"B"	"11"	"3"	"D"	"22"	"1"	"0H"	"43"	"1"	"0P"	"85"
"cynR"	"20"	"B"	"11"	"5"	"D"	"22"	"2"	"0H"	"43"	"2"	"0P"	"86"
"cspD"	"16"	"B"	"11"	"4"	"D"	"22"	"1"	"0H"	"44"	"1"	"0P"	"87"
"cynR"	"20"	"B"	"11"	"5"	"D"	"22"	"2"	"0H"	"44"	"2"	"0P"	"88"
"treA"	"11"	"B"	"12"	"3"	"D"	"23"	"1"	"0H"	"45"	"1"	"0P"	"89"
"rrfG"	"19"	"B"	"12"	"5"	"D"	"23"	"2"	"0H"	"45"	"2"	"0P"	"90"
"ybcY"	"15"	"B"	"12"	"4"	"D"	"23"	"1"	"0H"	"46"	"1"	"0P"	"91"
"rrfG"	"19"	"B"	"12"	"5"	"D"	"23"	"2"	"0H"	"46"	"2"	"0P"	"92"
"aldB"	"12"	"B"	"12"	"3"	"D"	"24"	"1"	"0H"	"47"	"1"	"0P"	"93"
"ydfV"	"20"	"B"	"12"	"5"	"D"	"24"	"2"	"0H"	"47"	"2"	"0P"	"94"
"ycaC"	"16"	"B"	"12"	"4"	"D"	"24"	"1"	"0H"	"48"	"1"	"0P"	"95"
"ydfV"	"20"	"B"	"12"	"5"	"D"	"24"	"2"	"0H"	"48"	"2"	"0P"	"96"
"ilvL"	"1"	"C"	"01"	"1"	"E"	"01"	"1"	"0I"	"01"	"1"	"0Q"	"01"
"ilvL"	"1"	"C"	"01"	"1"	"E"	"01"	"1"	"0I"	"01"	"1"	"0Q"	"02"
"spr"	"5"	"C"	"01"	"2"	"E"	"01"	"1"	"0I"	"02"	"1"	"0Q"	"03"
"spr"	"5"	"C"	"01"	"2"	"E"	"01"	"1"	"0I"	"02"	"1"	"0Q"	"04"
"aroP"	"2"	"C"	"01"	"1"	"E"	"02"	"1"	"0I"	"03"	"1"	"0Q"	"05"
"aroP"	"2"	"C"	"01"	"1"	"E"	"02"	"1"	"0I"	"03"	"1"	"0Q"	"06"
"yfcV"	"6"	"C"	"01"	"2"	"E"	"02"	"1"	"0I"	"04"	"1"	"0Q"	"07"
"yfcV"	"6"	"C"	"01"	"2"	"E"	"02"	"1"	"0I"	"04"	"1"	"0Q"	"08"
"ilvC"	"1"	"C"	"02"	"1"	"E"	"03"	"1"	"0I"	"05"	"1"	"0Q"	"09"
"ilvC"	"1"	"C"	"02"	"1"	"E"	"03"	"1"	"0I"	"05"	"1"	"0Q"	"10"
"yfbJ"	"5"	"C"	"02"	"2"	"E"	"03"	"1"	"0I"	"06"	"1"	"0Q"	"11"
"yfbJ"	"5"	"C"	"02"	"2"	"E"	"03"	"1"	"0I"	"06"	"1"	"0Q"	"12"
"ydhZ"	"2"	"C"	"02"	"1"	"E"	"04"	"1"	"0I"	"07"	"1"	"0Q"	"13"
"ydhZ"	"2"	"C"	"02"	"1"	"E"	"04"	"1"	"0I"	"07"	"1"	"0Q"	"14"
"fadI"	"6"	"C"	"02"	"2"	"E"	"04"	"1"	"0I"	"08"	"1"	"0Q"	"15"
"fadI"	"6"	"C"	"02"	"2"	"E"	"04"	"1"	"0I"	"08"	"1"	"0Q"	"16"
"serA"	"1"	"C"	"03"	"1"	"E"	"05"	"1"	"0I"	"09"	"1"	"0Q"	"17"
"serA"	"1"	"C"	"03"	"1"	"E"	"05"	"1"	"0I"	"09"	"1"	"0Q"	"18"
"serA"	"5"	"C"	"03"	"2"	"E"	"05"	"1"	"0I"	"10"	"1"	"0Q"	"19"
"serA"	"5"	"C"	"03"	"2"	"E"	"05"	"1"	"0I"	"10"	"1"	"0Q"	"20"
"serA"	"2"	"C"	"03"	"1"	"E"	"06"	"1"	"0I"	"11"	"1"	"0Q"	"21"
"serA"	"2"	"C"	"03"	"1"	"E"	"06"	"1"	"0I"	"11"	"1"	"0Q"	"22"
"serA"	"6"	"C"	"03"	"2"	"E"	"06"	"1"	"0I"	"12"	"1"	"0Q"	"23"
"serA"	"6"	"C"	"03"	"2"	"E"	"06"	"1"	"0I"	"12"	"1"	"0Q"	"24"
"metE"	"1"	"C"	"04"	"1"	"E"	"07"	"1"	"0I"	"13"	"1"	"0Q"	"25"
