Promoter,Sulfamethoxazine.12,Sulfisoxazole.12,Ampicillin.14,Cefadroxil.14,Ceftriaxzone.12,Colistin.12,DIP.14,Dirithromycin.12,Erythromycin.12,Linezolid.12,Mecillinam.12,Metronidazole.12,Minocycline.14,Neomycin.12,PolymyxinB.12,Rifampicin.14,SPR741.12,Sulfadimethoxine.14,Sulfamethoxazole.14,Sulfathiazole.14,D.cycloserine.14,FusidicAcid.14,Novobiocin.14,Sulfathiazole.18,Trimethoprim.18,Ampicillin.18,Cefazolin.14,Cefoxitin.14,Ceftriaxone.14,Chloramphenicol.18,DIP.18,Dirithromycin.14,Erythromycin.18,Linezolid.18,Mecillinam.14,Metronidazole.18,Minocycline.18,Neomycin.18,Norfloxacin.12,Rifampicin.14.1,Rifapentine.18,MitomycinC.18,A22.12,Ampicillin.14.1,Azithromycin.12,Dcycloserine.14,Doxycycline.12,Furazolidone.12,PBnonapeptide.12,PenicillinG,Spectinomycin.14,Sulfamethazine.14,Sulfamethoxazole.12,Sulfamethoxazole.12.1,A22.14,Azithromycin.14,Cefadroxil.14.1,Cefmetazole.14,Cefoxime.14,Cefoxitin.14.1,Cerulenin.14,D.cycloserine.18,Doxycycline.14,Nitrofurantoin.14,Novobiocin.18,Paraquat.14,PBnonapeptide.14,Rifabutin.14,SodiumBicarbonate.25,Sulfamethoxazole.14.1,Sulfamethoxazole.14.2,A22.18,Apramycin.14,Azithromycin.18,CCCP.18,Cefadroxil.18,Cefmetazole.18,Cefoxitin.18,Cerulenin.18,Doxycycline.18,Enoxacin.18,Furazolidone.18,Imipenem.12,Nitrofurantoin.18,Paraquat.18,PBnonapeptide.18,PF5081090.18,Rifabutin.18,SodiumBicarbonate.12,Sulfamethoxazole.18,Sulfamethoxazole.18.1,Cefmetazole.12,Chloramphenicol.12,Cinoxacin.12,Ciprofloxacin.14,NalidixicAcid.12,Streptomycin.12,Sulfadimethoxine.12,Tetracycline.12,Thiamphenicol.18,Triclosan.12,Lincomycin.14,Sulfamethoxazine.14,Sulfisoxazole.14,CHIR090.14,Chloramphenicol.14,Cinoxacin.14,EDTA.14,Meropenem.14,NalidixicAcid.14,Streptomycin.14,Tetracycline.14,Thiamphenicol.14,Triclosan.14,Rifabutin.12,Sulfamethoxazine.18,Sulfisoxazole.18,Ampicillin.18.1,Apramycin.18,Cefmetazole.14.1,Ceftriaxone.18,CHIR090.18,Chloramphenicol.18.1,Cinoxacin.18,Ciprofloxacin.18,Gentamicin.18,Meropenem.18,PenicillinG.18,PolymyxinB.14,PolymyxinB.18,Streptomycin.18,Sulfadimethoxine.18,Tetracycline.18,Thiamphenicol.12,Thiamphenicol.18.1,Triclosan.18,Trimethoprim.18.1,Fosfomycin,Rifampicin.12,Sulfamethoxazole.12.2,Sulfathiazole.12,Cholesterol20,Cholesterol40,Sulfamethizole.10,Spectomycin.4
idnR,-0.495834258,1.042286542,-0.372848702,0.36007484,0.013736969,-0.969162149,-0.203421135,-0.198455955,-0.036473477,-0.936772687,-0.605949497,-0.401999884,0.824122508,-0.916394841,0.540504331,0.044087234,-0.024548393,-0.778812921,-0.077498871,0.294694104,-0.266084764,-0.185252318,0.32541917,2.330241214,0.015569151,-0.263354849,0.219439309,-0.736106787,-0.794449001,-1.00610668,-0.760611447,-0.2961024,-0.648594198,-0.195087723,-0.172489217,-1.193145989,-0.554582147,-0.159801322,-0.597204064,-0.107933782,-0.840291414,-0.553654494,-0.187328217,-0.900332218,-0.576557894,0.243678502,-0.261727334,-0.392485753,-0.756693748,-0.243039959,0.038712687,3.730435295,-0.351859167,-0.690151637,-0.339305332,0.169694163,0.044217324,-0.155858712,0.649638082,0.279895215,-0.259956895,-0.950712085,0.053750181,1.147844769,-0.279682424,-0.152362188,0.39367236,1.078319029,0.317452267,-0.576044441,-0.086437297,0.251288168,-0.32993535,-0.70217907,-1.35772609,0.339618505,-0.286804558,-0.800813322,-0.036407031,0.24679892,-0.335629301,-0.194285777,0.006858513,-0.376200417,0.251993506,-0.802074039,-0.135884081,-0.124556779,-1.016786578,-0.187969769,-0.62259552,0.462934179,0.535597646,-0.25722999,0.033309709,0.689307936,-0.309211712,-0.820272046,-0.328723524,-0.645406107,-0.261738731,-0.398422408,-0.202885386,3.530488469,-0.626281975,-0.169627473,-0.204075981,-0.326142394,-0.030087068,0.721206318,-0.02342318,-0.734642582,-0.440047021,-0.136303122,0.144880118,-0.401575975,1.881036274,-0.45329145,-0.247383909,-0.455012672,0.381752636,-0.274923511,-0.611192563,0.960193439,1.666350718,0.665791436,0.257846175,-0.35045218,0.356766049,0.836261236,0.964659228,-0.546873643,-0.27108971,-0.172860304,-0.331469021,0.065293902,-0.837203185,-1.171521259,-0.49424339,-0.303943792,7.485366034,0.41495615,0.816750218,-0.948639181,0.514689206
ygcU,-0.399597879,-0.181398965,-0.30412896,-0.172316944,-0.050160771,-0.621089348,-0.442660609,0.248763082,0.236339862,-0.159707638,-0.717886008,-0.180984389,1.108633924,-0.497956905,-0.406277625,-0.283665329,0.031797748,-0.079797952,-0.405684524,-0.091346902,0.231147031,-0.096882696,0.032907903,0.427762599,-0.263458344,-0.49767842,0.288903768,-0.277601777,-0.397408409,-0.186375366,0.296504774,0.081177359,0.258472854,0.047366285,-0.248894224,-0.491797111,0.648367606,0.484199441,-0.233955095,0.970868942,0.007878673,-0.193254651,0.22316626,-0.24928169,0.36846316,0.716308596,-0.212884315,-0.095488824,0.32156376,-0.069473647,0.199984783,0.041867842,0.07713875,-0.192385534,-0.188899937,0.927433093,0.067861924,0.140041528,0.151005697,0.628025581,0.009549228,-0.459324473,0.601629669,0.358625162,-0.206451508,-0.373547437,0.338801248,0.278241854,0.899029821,0.035431411,0.095865835,-0.004636605,0.037011859,-0.350049576,-0.422735632,-0.084804324,0.369192155,0.839432963,0.354451661,0.717706906,-0.147336221,0.38300876,0.169778265,0.431687932,-0.029680891,0.274071626,1.204996926,0.746703061,-0.096317448,-0.181161018,-0.141559202,-0.290384079,-0.182718823,-0.443672273,0.049332118,0.341486947,0.276425608,-0.783578625,-0.013123748,0.088369851,0.256470106,-0.546388633,-0.630876447,-0.154481322,-0.33236006,0.273845126,-0.293545863,-0.507156295,0.046299381,-0.270321456,0.587937781,-0.0776337,-0.059411902,0.212984042,0.744010724,-0.659230704,0.318767692,-0.385793986,0.579785688,-0.177889944,-0.275861252,0.54165771,0.289954509,-0.171606052,0.492866307,0.563354845,0.087583865,-0.370874284,0.482082636,0.697831701,0.524399395,0.275643521,0.35541999,0.146677267,0.153246357,0.164942544,-0.434869902,-0.596587493,0.56694511,-0.48844888,0.122039087,-0.238276308,0.04380216,-0.527839168,0.768509779
argE,-0.885449789,-0.707113802,-1.024450723,-1.012843264,-0.30098935,-0.586058476,-0.365282405,2.245395278,0.364936514,0.0436385,0.034393378,-0.515261371,-0.08901481,-0.516606596,-0.536896429,-0.87570874,-0.042051642,-0.074640844,-0.844898817,-0.5657632,-0.347143783,-0.18617929,-0.157062066,-0.245500024,-0.447779291,-0.466231123,0.126060793,-0.103071484,-0.310975862,0.756689198,-0.213496278,0.907278756,0.084613689,-0.532919139,-0.276440572,-1.00317876,-0.060092455,0.003952153,-0.274067793,0.771621207,-0.806924529,-0.558883098,-0.131046763,-0.537421705,2.154603809,0.412266007,0.297190693,0.145658715,-0.251819467,-0.590755714,0.626192472,-0.568778489,-0.054587343,-0.245758851,0.269256674,2.328078658,-0.144590868,0.017317994,-0.293911739,0.055644079,0.235038533,-0.652601683,0.145036167,0.246802696,-0.5795812,0.388705521,0.057977804,-0.332179475,0.676573911,-0.190845056,0.100298357,0.967277776,0.261540689,0.813121149,-0.211225901,-0.277469182,-0.037709734,0.0998264,0.19023431,-0.074975505,1.881496795,0.780809332,0.100421463,0.621327857,0.99238244,0.08683652,0.205815576,0.172756749,1.08491543,-0.578281067,-0.409839641,-0.33410317,0.57997365,0.738566342,1.304476691,0.329467583,0.191431546,-0.403264809,0.538119734,-0.278752835,0.363490795,-0.631884134,-0.523493152,-0.615945219,-0.54925064,0.07209039,0.373235589,-0.139082866,-0.0046338,0.513865211,-0.313495064,1.001675239,0.040403155,0.660622262,-0.452149006,-1.135010921,-0.615450629,-0.306607378,0.586204382,0.435767535,0.034547507,-1.018345266,0.860897825,1.00490902,0.961120916,0.601698643,0.14675062,-0.580416755,0.648728269,0.609124074,-0.264606028,-0.139484836,0.755919559,0.755948865,0.157905219,0.564457718,-0.020477572,-1.166688302,-0.435262126,-0.74167116,-0.499348275,-0.064679982,0.080038583,-0.956298383,0.815783864
ykgD,-0.710190345,-0.266255532,-0.757982925,-0.0158792,0.313211079,-0.021602807,0.022105572,-1.10557306,-0.468018516,-0.249849291,0.242748712,-0.934887811,-0.142775823,-0.130652672,-0.381811521,-0.359241096,-0.138435707,0.804879533,-0.629787291,-0.440950928,-0.28955996,-0.269026679,-0.501729851,-0.319111641,-0.499616142,-0.268407537,-0.342994544,0.462660945,-0.259897815,-0.438726562,0.322010096,-0.965124822,0.081388521,-1.304690229,-0.073333227,-0.741022507,-0.443922062,-0.174862105,-0.201310552,0.671008135,-0.086870328,-0.541474005,0.010703215,-0.109092782,0.425244256,-0.261605919,1.071997257,-0.691061818,0.505746574,-0.336485875,0.825887178,-0.418792698,0.262299971,0.3594264,-0.289481941,-0.336594405,-0.410790511,0.914006621,-0.323194526,0.638902454,-0.257392981,-0.630838279,-0.308448757,-0.265485764,-0.448757621,-1.092968698,0.649634682,0.139324123,0.045360836,1.190623919,1.056689801,-0.402430771,0.38874261,0.336792896,0.995239643,-0.256626074,0.459700747,0.134940389,-0.161255795,-0.269182189,-0.168479457,1.921364005,-0.678065703,1.966616218,-0.394973678,0.277522707,0.544355913,0.996831827,1.425319759,-0.317952974,0.795586875,0.207517933,-0.568063385,0.220627429,-0.13768369,0.711300381,-0.486643277,-0.084940801,1.375082565,0.219073747,-0.017182384,-0.446874644,-0.155791624,-0.460457952,0.093175634,0.089764349,0.113158608,-0.079671116,-0.217128431,0.580539958,1.410938415,0.630558884,0.186414479,0.127073048,-0.360746687,-0.447760241,-0.439224066,-0.057107032,0.86807498,1.033349835,0.402917944,0.222405646,0.20733644,0.689887007,0.375602414,0.453328561,0.513683192,-0.18678865,0.588224631,0.416829227,1.316793704,0.896753579,0.941211293,0.653773492,0.332022774,1.330868007,1.66735422,-0.464126516,-0.249519861,-0.329141654,0.059142771,0.2263478,0.393087124,-1.016593449,0.883235725
hdeB,-0.926589136,-0.151849496,1.158145953,-0.020590101,0.991454624,-0.183669543,0.527391653,-0.015725682,0.456571304,-0.547024519,-0.265705576,-0.664202677,0.610263236,-0.487894407,-0.091879627,0.506487988,1.395936058,-0.717405031,-0.713996284,-0.432775158,-0.088605074,-0.472046447,-0.610389231,-0.177664074,-0.721403966,1.20893958,0.37573138,0.51683538,1.252609991,-0.763120669,0.302216638,-0.715092921,-0.324379328,-0.676892752,0.127972708,0.389830497,0.662914685,0.745647906,-0.509191091,-0.141917469,-0.486217996,-0.618249618,-0.128892733,-0.264661735,0.0217349,0.80450232,-0.094658283,-0.44768311,1.204912047,-0.562875164,-0.242361023,-0.309769819,-0.357375449,-0.87914401,0.306251245,-0.44698005,-0.31570171,1.49322484,0.67903059,1.65251026,0.623773106,-0.604839461,-0.345193161,1.231240583,-0.072161685,0.239153762,0.401125151,0.134589065,0.871906582,-0.428957771,-0.125198261,0.47626859,-0.45317798,-0.520654322,1.554299693,0.506169822,1.101637317,0.966690525,0.449635936,0.523545508,-0.629460307,1.499382247,0.016713436,1.283859179,0.461798366,0.194335642,1.439406389,0.084476364,1.071361712,-0.918368853,-0.029475095,0.409832375,-0.071048224,-0.480040237,-0.450974617,0.168814038,0.93605218,0.008928827,-0.662435931,-0.069770059,0.095464247,-0.469811666,-0.48134337,-0.372203683,0.280698503,-0.530120378,-0.786828466,-0.357373007,0.36785329,-0.487169239,0.61923096,-0.389333149,-0.578077751,-0.252294053,0.054918293,-0.473197558,0.066757598,-0.282274669,1.648844796,1.000872989,1.408972625,0.731865336,0.466111317,-0.509824557,-0.364667243,-0.374238406,0.496994107,-0.262154924,0.912601209,1.366894433,1.635398799,-0.39451751,0.003787059,-0.469203769,-0.55333052,1.232835002,-0.292524259,-0.721544083,0.068675904,-0.772103074,-0.11501213,0.772943949,0.831714192,-0.426077395,-0.049937499
ygdL,-0.674352982,-0.169119668,-0.300520771,-0.466951698,0.118779816,-0.304521665,0.047450298,0.102068593,0.671212125,-0.123381318,-0.147197857,-0.283855886,0.030640054,-0.150058733,-0.233614361,0.057995991,0.491109362,-0.088584931,-0.174558317,-0.403492992,-0.290256686,-0.649859055,-0.238329643,-0.347967519,-0.24353789,-0.481099516,-0.332449884,0.298384933,0.011780082,-0.477201801,0.175242304,-0.561985504,-0.11307706,-1.023713391,-0.506407566,0.299028569,-0.002402902,0.443681882,0.363970296,-0.500512713,-0.003682457,-0.520727428,-0.017111121,-0.690057478,0.137288179,-0.310752852,0.632740626,-0.201139625,0.368364589,-0.602013178,-0.032939606,-0.257141849,-0.178034749,-0.729822189,0.159269883,-0.26507622,0.041300533,-0.180131698,0.115301079,0.085151997,0.128883982,-0.527485706,-0.143271024,-1.084505289,0.156454625,0.050275198,0.29068342,0.280573289,0.184384948,0.179380722,-0.104166921,-0.014355868,-0.009026227,-0.266921053,0.546884126,-0.273603153,-0.441181751,-0.512217194,0.439464303,0.175714647,0.92271429,1.138562384,-0.759222003,-0.057300927,-0.01230289,0.55185398,0.638820438,1.112273856,1.066939604,-0.993392802,-0.138818272,-0.419539709,-0.379982744,1.729415905,0.669402692,0.033610125,0.661591609,-0.313353533,-0.29789134,-0.162783505,-0.104929593,-0.320241776,-0.461705975,-0.270553273,0.022624767,-0.49178391,3.232025327,-0.23630664,-0.554697333,0.051347893,0.752657963,-0.137507028,-0.687597128,-0.09970422,0.344716379,-0.368146902,-0.444679628,-0.263669192,1.006787019,0.599424343,-0.234860781,-0.037369827,-0.400461955,0.672109356,0.460796793,-0.339155902,0.098389112,-0.222791412,0.358939816,0.356666679,0.864917183,0.304518922,0.646957939,-0.012751012,-0.196675899,0.665281532,0.883115255,-0.373917126,0.181461265,0.092061537,-0.275437427,-0.165247161,0.214245345,-0.243635883,0.258852256
yjaB,-0.431387372,-0.479350263,-0.346355606,-0.048723917,-0.085625902,0.356954531,0.302003442,-0.109374604,0.052345737,-0.604120217,0.190661969,-0.082986018,0.720032414,-0.586432872,-0.789963843,-0.277673543,-0.190062682,-0.203686763,-0.771845625,-0.541134533,-0.226009785,-0.321878604,0.04322933,-0.23133428,-0.183914547,-0.587534252,-0.296551151,-0.680066135,-0.362139888,-0.184800246,0.02505126,-0.047167002,0.35774497,0.17471221,0.094582436,1.164532747,0.400666845,-0.029170708,-0.078903005,-0.113132751,-0.515673433,-0.642067456,0.009315301,-0.34943882,0.215120859,0.554557236,0.75454394,0.461728866,0.562074707,-0.72919461,1.009367741,0.430701231,-0.279678034,0.090426421,0.267888994,0.339281334,0.630450578,0.56249324,1.112524395,0.249529383,0.269802796,-0.490684424,-0.084146596,0.519801744,-0.242508978,0.298666981,0.027188629,-0.146403144,0.40044459,0.341577024,0.571824592,0.17353894,-7.15E-05,-0.185020635,-0.242363014,0.053605072,0.576940063,0.380824062,0.771752915,0.66099791,0.13027589,0.507897342,-0.584024504,-0.732970901,0.169495692,0.405841648,0.274609551,0.304351294,1.450839996,-0.855545721,0.204121092,0.616455086,0.049681928,0.174983667,-0.059125163,-0.003359964,1.015157463,0.439076838,-0.351279258,-0.301448631,0.544819415,-0.277434246,-0.322895291,-0.353097175,-0.082700556,0.157768177,0.686718059,-0.207078798,0.124507461,-0.340430193,0.014580699,-0.3683095,-0.054800091,-0.036619852,-0.394313835,0.103558936,0.064457487,-0.039760306,0.327611309,0.118092094,-0.714294583,-0.63563484,0.496057491,0.255610632,1.026178924,-0.286415448,0.217273756,-0.047284884,0.442644778,2.280194336,0.571445559,-0.015504618,0.140833318,0.094117128,-0.082177792,0.368655049,-0.687081256,-0.888862065,-0.568169054,-0.807644307,0.06885396,-0.0291984,-0.14965716,-0.328373883,-0.52209345
gsk,-0.727395976,0.108545579,-0.73173876,-0.030399272,0.539163881,2.696363152,-0.27179615,-0.618037394,-0.481538741,-0.072000804,-1.048597394,0.325383515,0.043703061,0.53701149,-0.785225635,-0.281899263,-0.306658389,-0.557792153,-0.145474735,-0.250942935,-0.612851236,-0.376448203,-0.753256028,-0.856994847,-0.536807997,-1.115663306,-0.109003505,-1.163232008,-0.909458637,0.427865017,0.004972208,-0.309458377,0.077804248,-0.464295945,-0.207445673,-0.556810925,-0.487628735,0.780794871,0.272379906,-0.139734378,3.342868789,-0.670336166,-0.357146728,-1.258912859,0.350103639,-0.49228106,0.343069269,-0.009889304,0.546220983,-0.168157075,-0.529506841,-0.862544537,-0.854391137,0.192812851,0.002292285,0.716710098,-1.094516676,-0.154706798,1.151230761,-1.10487008,-0.171576499,-0.479383705,-0.236169649,-1.147120984,0.394050586,-0.181391083,-1.028853775,0.755093837,-0.202900318,-0.498273693,-0.848069372,0.539356103,0.415289102,-0.121736239,0.311604831,-0.973149059,-1.027412474,-1.346032872,-0.33051255,0.42191144,1.712620995,1.221224572,-1.762436804,-1.054269603,0.524923665,0.590119133,0.389483884,2.1418542,-0.096816654,-2.179454169,-0.579974023,-1.103987499,-0.649399962,2.403124269,1.043028668,0.560528992,-0.760241786,0.075920156,1.041046387,0.388388655,-0.254736952,-1.201539219,0.018818856,-0.304565821,-1.103825638,0.145814908,3.440368298,0.342440532,-1.495929884,0.926795206,1.192167354,0.33313471,-1.020539252,-0.209915465,1.861946964,-0.994515933,-0.818684748,-0.72530287,0.567387343,0.378770835,-0.103798488,-0.545394912,0.652062403,1.276228629,2.12073005,-0.316646282,0.035655777,0.540324616,0.174346649,-0.130542225,0.252984136,0.472637414,1.149930045,0.574700363,0.154280096,-0.57654295,0.992030594,-0.512616,1.28005916,-0.090471296,-1.005572096,-0.556851341,-0.104761918,0.235831152,-1.100976078
gadW,1.839078434,1.160814551,0.110674824,-0.730566034,0.01680627,-0.5416326,1.649046148,-1.199971885,-0.535377294,-0.677213347,-2.563789405,0.448083622,-1.314436874,-0.021011219,0.361758775,0.080585621,-0.00123918,5.444419943,5.137097747,1.44583257,5.533066076,0.724779641,-2.01650153,2.552311841,2.064384095,1.192357004,0.217492698,0.848297579,-0.78431635,-1.486621373,4.600612475,-0.172328394,1.250138202,-0.510666074,0.65978772,-0.736261713,1.588104761,2.476475812,-1.44308042,1.427406267,0.703152569,0.49937186,-2.462815177,-1.919952413,-2.004275114,-1.763348111,-3.022237233,-0.738834016,-0.678913599,0.734871528,-2.420299232,-0.526131583,2.822780863,3.789230076,-2.2587649,-1.837711887,-2.297419074,-0.000845058,-0.697422363,-1.86444586,0.876964494,5.924128719,-2.910870454,-2.221268322,2.023105663,-1.035901959,-0.757403363,0.616003785,-1.172006651,0.998195269,1.100093245,1.273015579,-1.597360093,-0.922617448,1.523988964,-2.0631074,1.042995063,-1.509024137,1.615385717,-1.988435077,-2.092573035,1.691603151,-2.614793207,-1.909413324,1.292888798,0.183954081,-0.780706421,0.055652372,-0.152040349,-1.146364841,2.659759178,-2.454125909,-2.875113252,-1.688897166,-1.653510013,-3.818444802,0.018036768,1.947710355,-2.513384733,-0.294931224,-1.438894542,-1.490599038,2.114436583,1.874960533,-0.629382134,-3.002183309,-1.91076331,1.957994689,-1.692345055,-2.581715117,0.240630971,-1.8572274,-2.439823655,-0.293854108,-0.654263343,3.746104214,1.317476674,-1.651749513,0.278793175,0.764334906,-0.262350463,-1.701575635,-1.476949213,-1.802382683,1.111637761,-1.526689577,-1.091196839,0.594449422,-0.470013046,-0.291814164,1.068761164,3.594504948,-2.12883231,-2.329867103,-2.142096014,-0.821978073,1.671997413,2.508050011,-1.168255041,2.845890134,0.388701072,0.030687038,0.099779233,4.754244325,-2.296636814
yqfA,-0.714008259,0.939371131,0.669235875,0.436346781,1.809162074,-1.595305082,3.417003077,-1.61746522,0.367342419,-0.899168235,-1.980469583,-0.751597683,0.690344421,-0.99008434,1.837744682,1.604532457,0.261287398,1.183484981,1.181160927,0.634711191,1.597276446,-1.268430475,-1.711989793,0.07179802,2.152908894,0.801543844,-0.367610195,2.404205598,0.672730239,-0.220163487,3.890660529,1.134351727,1.692250916,0.407044133,0.481829354,-0.869199538,3.741995056,2.930212768,-0.169935928,-0.614771942,3.648072957,-1.788892244,-1.519317273,-1.524410329,-1.447128579,0.839942691,-0.785058853,-1.389074081,1.100998826,-0.757177999,-0.846906835,-0.201999106,-1.671422148,0.898435986,-1.698447339,-2.271292712,-1.358718482,0.286657239,-0.561144573,-0.719511171,1.803214087,1.676278556,-0.719156311,-0.199021888,-0.0162663,-0.990519837,-0.050597294,0.641762144,-0.40069475,0.517825734,-1.055993323,-0.16102063,-1.672532856,-0.625148912,2.349343873,-1.837524858,1.861712167,1.045910605,4.697916126,0.896246469,1.128716966,2.51817679,-1.907158112,-0.69909503,-0.228804987,1.654886059,-0.30501609,0.778168554,2.277467529,-1.582123098,-0.098259277,-2.052015684,-1.594556124,0.327639039,-0.129893304,-2.344642366,-1.391410964,-0.727331405,-0.636645405,-0.870071136,-1.149571996,-1.376903676,-0.599868489,0.631244139,-0.641485581,-2.150220806,0.263451839,-1.200782378,-1.645533685,-1.577093934,0.980002835,-0.463982988,-1.695024809,-2.667915596,1.086980201,0.450554547,0.254426301,-1.745940411,0.047966081,-0.419829438,0.613630836,0.0800772,0.06197991,-0.341406794,0.96687096,-0.508616719,-2.228547377,-0.798372432,-0.510011289,1.708914676,2.332925681,0.298238964,-0.249789764,-0.824812583,-1.562421481,0.478329857,-1.997404749,-1.133642333,1.509606021,2.20249987,-0.065308528,0.947852561,0.182379387,1.004930133,-0.043438139
ytjB,0.091223375,-0.343042287,-0.255525205,-2.040735565,0.411363486,0.036725402,-1.762902297,0.117743047,-0.183509126,-0.281580025,0.73183937,-0.381474589,-0.688424525,4.197529389,-0.661490752,-1.025849398,-0.904050828,1.800843209,-0.346758575,1.117688119,0.05748952,0.569124321,0.595160832,0.13815696,0.455956621,-0.456089295,-0.453357142,-0.004582225,0.741954123,0.415840603,0.277389471,0.73650256,0.29383886,0.102968019,-0.160249226,0.789948327,0.44577879,11.09215778,0.405286993,-0.42281404,0.903102211,0.470691306,-0.944977926,-0.168476967,-1.27908471,-2.730418454,0.514459775,-0.244922733,-2.354982167,0.017988627,-1.034404653,0.076561236,1.342357256,-0.408328942,-0.821309326,-0.939300009,-0.939627809,-1.521602354,-0.388683216,-2.020323239,0.143569625,0.737938137,-0.592823438,-0.539419859,-0.321294521,-0.084564673,-1.90207845,-1.574179846,-1.329561575,1.532699833,0.654187915,-0.298491812,-0.157401715,-0.897334765,-0.596233714,-1.005653177,-0.847278571,-0.596599391,-0.121803506,-0.331274262,-0.174697797,-1.260378686,-0.228964892,-0.708146257,-0.365710625,-1.744170204,-0.637128635,-0.020933854,0.867880902,0.177027228,0.363022787,-0.723538795,-0.101500586,-0.38647795,-0.878798655,-2.321148585,-0.940575267,0.056690727,0.090105309,-0.112596528,-0.207261001,0.90303897,0.52583673,0.320914016,-0.446668786,0.306675086,-0.36234692,0.022430171,0.457501245,-0.54115915,-0.136733523,1.40997605,0.992645982,-0.198758982,0.764453585,0.202854657,-0.32155362,1.936457367,0.292357986,-1.884299431,-0.613216296,-0.879020192,0.248581735,-0.656709969,-0.622387403,-1.419419419,0.570848415,0.930048191,-0.877331116,-0.74974751,-1.351917597,0.579977087,0.52918113,0.524770974,0.176057624,-1.927958316,-1.329775989,0.43041625,-0.379478503,-0.202926781,0.283604524,2.638391312,-0.649079447,0.181361276,-0.540533402
smtA,-0.461032929,-0.159077165,-0.523702846,-0.30549577,0.045952245,0.117034868,0.125113163,-0.691970324,-0.976149687,1.609333734,-0.592136407,0.223383988,-0.44855103,0.215098696,0.297953929,-0.222551432,-1.481486629,0.894583647,-0.195483245,-0.337126612,-0.979353134,-0.44315724,-0.561232301,-0.822156165,-0.670716268,-0.05891912,-1.562560946,-0.761261565,-1.050500598,0.535142563,1.365631956,0.505372069,2.04566098,0.053407035,1.689524958,-1.091087539,0.974674083,0.574149224,0.177241094,0.55777629,1.936618236,-0.67724122,0.220226312,-1.063231143,1.966242211,0.692679025,-1.217398828,-1.27381442,-0.395910968,-0.678049032,-0.75759514,-0.516251588,-0.345685432,0.588778586,-0.472908671,0.571392631,-0.597351347,0.89572908,-0.101454497,-0.270299379,-0.405726797,-0.750849782,-1.62564091,-0.929506283,1.64272393,0.079433389,-0.190899822,0.15704453,-0.597159374,-0.37552132,0.554353992,0.91147131,0.422192833,1.985779184,0.062764786,-1.030202989,0.712838366,1.135549892,-1.349084634,-1.02884038,1.817832611,0.234910779,-0.214653878,-1.683717959,1.057923085,0.963671972,-1.911052119,0.282824216,1.176289544,-1.203631908,0.462373416,-0.88270594,0.435364657,3.187095126,0.610269323,-0.724775337,0.329252177,0.433305752,-1.325020715,0.416406157,-0.703467293,-1.040723763,-0.711700752,-1.007658999,-0.19329841,-0.182379819,1.584501537,0.618132531,-1.175326402,-0.649453904,0.290453852,-0.671876334,-0.557768367,0.133790191,-0.242863425,-0.237287894,-0.089073514,-1.149494921,-0.408713394,0.208705076,0.594844964,-0.149091921,1.584410541,1.263245353,0.128119906,0.615464694,-1.195779252,0.580069748,0.813140557,0.210091947,0.297996915,0.980364675,-1.218473942,1.168916747,0.010754348,0.158379042,-0.119401557,-0.413145447,-0.003350613,-0.129805903,-0.688078851,-0.663377876,-0.170226996,1.737126396,-1.312868714
yhjG,-0.496638319,1.01567298,0.376253074,0.410720669,1.139597741,0.209990238,0.512049197,-0.379896019,-0.191685451,-0.205183714,0.754568542,-0.460517351,1.028696208,-0.335757273,-0.289199891,-0.262198586,-1.601586903,0.866324878,-0.425720686,0.355498857,0.026764863,0.279124028,0.490818123,0.606159305,-0.188903644,-1.090250853,-0.438846947,-0.718766187,-0.267302808,0.149312087,-0.740635542,0.23511743,-0.857582054,0.135406268,0.218602152,-0.9644854,0.269462273,-0.349552168,-0.210004214,-0.892518589,0.300424785,-0.516444479,0.756006737,-0.807753199,-0.983557053,0.096141108,0.01490907,-0.372344318,-0.92655618,-0.249323671,-0.006157162,0.351448413,-0.118226789,0.930962782,0.618098847,-0.505098647,1.945787082,0.873182172,1.177604163,0.137124873,0.002245399,-0.621427763,0.211292733,0.66539547,0.691053872,0.535863875,-0.454543257,0.29955748,-0.39240715,0.204201944,-0.173450785,0.487851153,0.512756764,1.064975989,-0.390190519,1.421493084,1.191212765,0.496675574,0.261333384,0.848789168,-0.086387604,-0.308933844,0.744071434,-0.462387709,0.354476133,-0.945484075,-0.917335341,0.356362907,0.451620457,-0.821966496,-0.092646013,-0.625813653,0.010780671,-0.023298362,-0.001875637,-0.958070246,0.523090892,0.514449341,-0.342656492,-0.141465421,0.175671059,-0.564873624,-0.56070998,1.170528419,-0.373917382,0.011315544,-0.594860104,0.108057568,0.529574486,-0.792574858,-1.400063746,-0.389362301,0.178624074,0.333875726,-0.709616428,-1.10260653,0.533732127,-0.629897258,-0.202857861,-1.140548749,0.089967336,-0.252862211,0.147151623,0.040960626,-0.454338306,0.576275304,-0.077790415,0.044646334,-0.840150218,-0.319326181,0.36500601,0.614736894,-0.958303232,0.165282457,-0.564103171,-0.866825693,-0.453107083,-0.880953886,-0.537057622,-1.078523853,0.954116288,0.283612808,1.076820201,0.548666703,0.211832482
